date, pm25, pm10, o3, no2, so2
2016/4/12, , 28, 20, 16, 
2016/4/13, , 8, 27, 13, 
2016/4/14, , 11, 27, 12, 
2016/4/15, , 8, 25, 9, 
2016/4/16, , 5, 30, 6, 
2016/4/17, , 4, 21, 15, 
2016/4/18, , 15, 26, 11, 
2016/4/19, , 21, 26, 10, 
2016/4/20, , 20, 24, 17, 
2016/4/21, , 23, 21, 20, 
2016/4/22, , 29, 14, 13, 
2016/4/23, , 30, 30, 5, 
2016/4/24, , 15, 25, 11, 
2016/4/25, , 9, 29, 9, 
2016/4/26, , 6, 31, 8, 
2016/4/27, , 7, 21, 14, 
2016/4/29, , 14, 32, 11, 
2016/4/30, , 16, 38, 5, 
2016/5/1, , 23, 46, 6, 
2016/5/2, , 26, 29, 12, 
2016/5/3, , 24, 42, 7, 
2016/5/4, , 18, 40, 1, 
2016/5/5, , 13, 49, 6, 
2016/5/6, , 17, 58, 6, 
2016/5/7, , 22, 57, 4, 
2016/5/8, , 18, 52, 6, 
2016/5/9, , 14, 23, 14, 
2016/5/10, , 23, 40, 5, 
2016/5/11, , 25, 21, 13, 
2016/5/12, , 19, 32, 12, 
2016/5/13, , 22, 29, 7, 
2016/5/14, , 26, 36, 3, 
2016/5/15, , 18, 32, 6, 
2016/5/16, , 10, 39, 8, 
2016/5/17, , 13, 43, 8, 
2016/5/18, , 16, 28, 8, 
2016/5/19, , 8, 39, 6, 
2016/5/20, , 8, 46, 8, 
2016/5/21, , 14, 48, 6, 
2016/5/22, , 17, 23, 10, 
2016/5/23, , 6, 17, 12, 
2016/5/24, , 7, 30, 6, 
2016/5/25, , 15, 44, 4, 
2016/5/26, , 20, 41, 10, 
2016/5/27, , 18, 41, 6, 
2016/5/28, , 20, 32, 5, 
2016/5/29, , 17, 34, 4, 
2016/5/30, , 6, 38, 8, 
2016/5/31, , 3, 29, 9, 
2016/6/1, , 5, 31, 8, 
2016/6/2, , 5, 28, 9, 
2016/6/3, , 9, 34, 5, 
2016/6/4, , 13, 30, 8, 
2016/6/5, , 13, 50, 5, 
2016/6/6, , 17, 49, 5, 
2016/6/7, , 23, 35, 11, 
2016/6/8, , 17, 41, 6, 
2016/6/9, , 19, 49, 8, 
2016/6/10, , 20, 33, 10, 
2016/6/11, , 21, 34, 4, 
2016/6/12, , 9, 21, 7, 
2016/6/13, , 7, 19, 8, 
2016/6/14, , 8, 25, 7, 
2016/6/15, , 5, 20, 11, 
2016/6/16, , 8, 25, 7, 
2016/6/17, , 5, 33, 6, 
2016/6/18, , 5, 35, 2, 
2016/6/19, , 9, 38, 8, 
2016/6/20, , 10, 23, 6, 
2016/6/21, , 8, 33, 4, 
2016/6/22, , 7, 51, 5, 
2016/6/23, , 14, 56, 9, 
2016/6/24, , 22, 35, 5, 
2016/6/25, , 13, 33, 2, 
2016/6/26, , 10, 31, 6, 
2016/6/27, , 10, 29, 5, 
2016/6/28, , 11, 31, 6, 
2016/6/29, , 11, 28, 9, 
2016/6/30, , 14, 31, 6, 
2016/1/4, , 9, 14, 15, 
2016/1/5, , 5, 14, 12, 
2016/1/6, , 4, 12, 13, 
2016/1/7, , 9, 15, 17, 
2016/1/8, , 6, 3, 20, 
2016/1/9, , 12, 20, 8, 
2016/1/10, , 15, 22, 12, 
2016/1/11, , 2, 23, 8, 
2016/1/12, , 1, 21, 8, 
2016/1/13, , 2, 14, 18, 
2016/1/14, , 7, 23, 9, 
2016/1/15, , 6, 14, 14, 
2016/1/16, , 10, 19, 13, 
2016/1/17, , 8, 7, 26, 
2016/1/18, , 19, 3, 28, 
2016/1/19, , 32, 4, 30, 
2016/1/20, , 47, 6, 26, 
2016/1/21, , 27, 5, 27, 
2016/1/22, , 36, 8, 22, 
2016/1/23, , 30, 3, 21, 
2016/1/24, , 27, 4, 30, 
2016/1/25, , 22, 9, 24, 
2016/1/26, , 21, 19, 13, 
2016/1/27, , 17, 15, 18, 
2016/1/28, , 21, 18, 16, 
2016/1/29, , 10, 23, 7, 
2016/1/30, , 7, 25, 8, 
2016/1/31, , 2, 22, 8, 
2016/2/1, , 3, 25, 8, 
2016/2/2, , 4, 21, 14, 
2016/2/3, , 2, 20, 10, 
2016/2/4, , 4, 14, 19, 
2016/2/5, , 5, 6, 23, 
2016/2/6, , 13, 15, 14, 
2016/2/7, , 15, 30, 5, 
2016/2/8, , 4, 28, 7, 
2016/2/9, , 2, 26, 9, 
2016/2/10, , 1, 20, 15, 
2016/2/11, , 5, 14, 16, 
2016/2/12, , 15, 20, 11, 
2016/2/13, , 12, 20, 12, 
2016/2/14, , 5, 6, 17, 
2016/2/15, , 11, 14, 10, 
2016/2/16, , 19, 9, 13, 
2016/2/17, , 21, 10, 19, 
2016/2/18, , 25, 10, 17, 
2016/2/19, , 30, 26, 6, 
2016/2/20, , 9, 24, 4, 
2016/2/21, , 2, 21, 11, 
2016/2/22, , 16, 17, 18, 
2016/2/23, , 40, 14, 17, 
2016/2/24, , 13, 10, 22, 
2016/2/25, , 24, 14, 20, 
2016/2/26, , 30, 10, 22, 
2016/2/27, , 32, 19, 9, 
2016/2/28, , 34, 17, 12, 
2016/2/29, , 45, 20, 13, 
2016/3/1, , 36, 25, 10, 
2016/3/2, , 18, 20, 14, 
2016/3/3, , 4, 18, 13, 
2016/3/4, , 12, 18, 19, 
2016/3/5, , 8, 24, 7, 
2016/3/6, , 10, 22, 14, 
2016/3/7, , 12, 17, 17, 
2016/3/8, , 24, 13, 17, 
2016/3/9, , 39, 12, 20, 
2016/3/10, , 46, 11, 18, 
2016/3/11, , 48, 25, 7, 
2016/3/12, , 35, 25, 4, 
2016/3/13, , 24, 25, 8, 
2016/3/14, , 21, 7, 24, 
2016/3/15, , 33, 25, 6, 
2016/3/16, , 23, 14, 20, 
2016/3/17, , 22, 14, 24, 
2016/3/18, , 41, 7, 18, 
2016/3/19, , 44, 19, 9, 
2016/3/20, , 36, 16, 17, 
2016/3/21, , 26, 19, 18, 
2016/3/22, , 25, 15, 19, 
2016/3/23, , 25, 13, 21, 
2016/3/24, , 22, 24, 8, 
2016/3/25, , 23, 26, 8, 
2016/3/26, , 14, 29, 8, 
2016/3/27, , 16, 25, 9, 
2016/3/28, , 7, 28, 10, 
2016/3/29, , 4, 12, 21, 
2016/3/30, , 10, 14, 22, 
2016/3/31, , 18, 17, 10, 
2015/10/1, , 14, 15, 14, 
2015/10/2, , 19, 19, 17, 
2015/10/3, , 20, 19, 12, 
2015/10/4, , 20, 10, 10, 
2015/10/5, , 11, 5, 15, 
2015/10/6, , 10, 15, 13, 
2015/10/7, , 7, 7, 18, 
2015/10/8, , 7, 7, 17, 
2015/10/9, , 15, 8, 11, 
2015/10/10, , 20, 15, 6, 
2015/10/11, , 29, 15, 15, 
2015/10/12, , 26, 2, 21, 
2015/10/13, , 40, 5, 16, 
2015/10/14, , 37, 4, 16, 
2015/10/15, , 26, 6, 15, 
2015/10/16, , 21, 6, 13, 
2015/10/17, , 26, 7, 12, 
2015/10/18, , 31, 8, 18, 
2015/10/19, , 29, 3, 19, 
2015/10/20, , 30, 11, 17, 
2015/10/21, , 26, 12, 15, 
2015/10/22, , 25, 8, 15, 
2015/10/23, , 14, 10, 16, 
2015/10/24, , 14, 10, 14, 
2015/10/25, , 16, 5, 17, 
2015/10/26, , 25, 2, 14, 
2015/10/27, , 27, 2, 16, 
2015/10/28, , 28, 7, 18, 
2015/10/29, , 22, 8, 11, 
2015/10/30, , 19, 4, 11, 
2015/10/31, , 22, 3, 12, 
2015/11/1, , 22, 2, 18, 
2015/11/2, , 31, 2, 18, 
2015/11/3, , 44, 3, 31, 
2015/11/4, , 52, 5, 31, 
2015/11/5, , 27, 10, 21, 
2015/11/6, , 28, 11, 14, 
2015/11/7, , 7, 9, 15, 
2015/11/8, , 9, 18, 12, 
2015/11/9, , 10, 15, 21, 
2015/11/10, , 9, 5, 26, 
2015/11/11, , 15, 8, 24, 
2015/11/12, , 20, 12, 17, 
2015/11/13, , 22, 19, 15, 
2015/11/14, , 9, 26, 3, 
2015/11/15, , 9, 8, 22, 
2015/11/16, , 22, 22, 7, 
2015/11/17, , 17, 20, 12, 
2015/11/18, , 4, 23, 7, 
2015/11/19, , 6, 18, 16, 
2015/11/20, , 2, 17, 13, 
2015/11/21, , 3, 17, 11, 
2015/11/22, , 6, 8, 20, 
2015/11/23, , 9, 6, 18, 
2015/11/24, , 23, 12, 15, 
2015/11/25, , 11, 7, 19, 
2015/11/26, , 10, 6, 22, 
2015/11/27, , 17, 13, 14, 
2015/11/28, , 19, 29, 3, 
2015/11/29, , 5, 27, 7, 
2015/11/30, , 2, 22, 11, 
2015/12/1, , 1, 13, 21, 
2015/12/2, , 4, 12, 16, 
2015/12/3, , 15, 6, 26, 
2015/12/4, , 18, 6, 22, 
2015/12/5, , 20, 9, 14, 
2015/12/6, , 19, 6, 29, 
2015/12/7, , 15, 2, 28, 
2015/12/8, , 33, 6, 25, 
2015/12/9, , 31, 3, 22, 
2015/12/10, , 23, 10, 21, 
2015/12/11, , 19, 25, 9, 
2015/12/12, , 9, , , 
2015/12/14, , 24, 2, 33, 
2015/12/15, , 33, 4, 21, 
2015/12/16, , 31, 7, 22, 
2015/12/17, , 9, 7, 23, 
2015/12/18, , 14, 3, 21, 
2015/12/19, , 33, 3, 21, 
2015/12/20, , 35, 20, 13, 
2015/12/21, , 22, 14, 19, 
2015/12/22, , 6, 9, 22, 
2015/12/23, , 14, 10, 14, 
2015/12/24, , 17, 17, 10, 
2015/12/25, , 11, 8, 16, 
2015/12/26, , 11, 5, 22, 
2015/12/27, , 17, 2, 25, 
2015/12/28, , 25, 3, 30, 
2015/12/29, , 32, 5, 20, 
2015/12/30, , 37, , , 
2016/1/3, , 13, 18, 11, 
2015/7/1, , 28, 82, 10, 
2015/7/2, , 35, 77, 16, 
2015/7/3, , 34, 81, 6, 
2015/7/4, , 36, 75, 5, 
2015/7/5, , 29, 59, 5, 
2015/7/6, , 22, 59, 13, 
2015/7/7, , 22, 32, 6, 
2015/7/8, , 16, 35, 6, 
2015/7/9, , 11, 48, 7, 
2015/7/10, , 15, 65, 7, 
2015/7/11, , 19, 51, 4, 
2015/7/12, , 18, 28, 10, 
2015/7/13, , 13, 35, 8, 
2015/7/14, , 15, 50, 6, 
2015/7/15, , 13, 75, 11, 
2015/7/16, , 19, 79, 10, 
2015/7/17, , 24, 41, 8, 
2015/7/18, , 18, 45, 5, 
2015/7/19, , 18, 32, 7, 
2015/7/20, , 12, 45, 6, 
2015/7/21, , 13, 48, 12, 
2015/7/22, , 20, 44, 8, 
2015/7/23, , 14, 62, 5, 
2015/7/24, , 17, 35, 4, 
2015/7/25, , 10, 40, 3, 
2015/7/26, , 8, 27, 5, 
2015/7/27, , 6, 33, 7, 
2015/7/28, , 7, 26, 8, 
2015/7/29, , 9, 31, 8, 
2015/7/30, , 9, 42, 6, 
2015/7/31, , 10, 43, 9, 
2015/8/1, , 14, 66, 4, 
2015/8/2, , 14, 56, 4, 
2015/8/3, , 14, 45, 11, 
2015/8/4, , 19, 54, 4, 
2015/8/5, , 11, 67, 12, 
2015/8/6, , 19, 73, 14, 
2015/8/7, , 22, 84, 6, 
2015/8/8, , 23, 67, 5, 
2015/8/9, , 19, 55, 9, 
2015/8/10, , 22, 74, 7, 
2015/8/11, , 28, 80, 12, 
2015/8/12, , 24, 84, 13, 
2015/8/13, , 30, 45, 7, 
2015/8/14, , 25, 24, 7, 
2015/8/15, , 8, 22, 5, 
2015/8/16, , 3, 25, 7, 
2015/8/17, , 5, 32, 8, 
2015/8/18, , 9, 24, 12, 
2015/8/19, , 12, 32, 8, 
2015/8/20, , 15, 38, 7, 
2015/8/21, , 15, 53, 6, 
2015/8/22, , 19, 40, 6, 
2015/8/23, , 21, 28, 8, 
2015/8/24, , 9, 29, 7, 
2015/8/25, , 6, 38, 7, 
2015/8/26, , 8, 43, 8, 
2015/8/27, , 10, 28, 11, 
2015/8/28, , 11, 52, 5, 
2015/8/29, , 11, 64, 6, 
2015/8/30, , 16, 58, 12, 
2015/8/31, , 16, 31, 11, 
2015/9/1, , 27, 34, 9, 
2015/9/2, , 11, 30, 10, 
2015/9/3, , 13, 36, 8, 
2015/9/4, , 8, 30, 6, 
2015/9/5, , 7, 28, 4, 
2015/9/6, , 6, 23, 8, 
2015/9/7, , 8, 30, 5, 
2015/9/8, , 10, 27, 8, 
2015/9/9, , 10, 32, 6, 
2015/9/10, , 11, 33, 13, 
2015/9/11, , 17, 36, 16, 
2015/9/12, , 19, 29, 10, 
2015/9/13, , 8, 28, 8, 
2015/9/14, , 6, 29, 9, 
2015/9/15, , 4, 6, 21, 
2015/9/16, , 10, 18, 16, 
2015/9/17, , 8, 20, 15, 
2015/9/18, , 5, 23, 9, 
2015/9/19, , 8, , , 
2015/9/21, , 15, 24, 13, 
2015/9/22, , 12, 18, 13, 
2015/9/23, , 5, 25, 12, 
2015/9/24, , 9, 18, 15, 
2015/9/25, , 11, 27, 7, 
2015/9/26, , 16, 32, 3, 
2015/9/27, , 13, 27, 8, 
2015/9/28, , 10, 27, 7, 
2015/9/29, , 9, 29, 6, 
2015/9/30, , 12, 15, 15, 
2015/4/1, , 4, 24, 11, 
2015/4/2, , 6, 28, 8, 
2015/4/3, , 9, 28, 6, 
2015/4/4, , 7, 28, 5, 
2015/4/5, , 10, 17, 15, 
2015/4/6, , 14, 20, 19, 
2015/4/7, , 19, 16, 20, 
2015/4/8, , 21, 18, 21, 
2015/4/9, , 42, 20, 22, 
2015/4/10, , 37, 32, 11, 
2015/4/11, , 28, 24, 10, 
2015/4/12, , 10, 23, 13, 
2015/4/13, , 13, 22, 16, 
2015/4/14, , 14, 19, 21, 
2015/4/15, , 12, 24, 20, 
2015/4/16, , 17, 19, 12, 
2015/4/17, , 23, 29, 6, 
2015/4/18, , 15, 34, 5, 
2015/4/19, , 10, 23, 17, 
2015/4/20, , 18, 23, 19, 
2015/4/21, , 27, 23, 15, 
2015/4/22, , 27, 33, 13, 
2015/4/23, , 20, 28, 16, 
2015/4/24, , 24, 19, 17, 
2015/4/25, , 28, 29, 7, 
2015/4/26, , 8, 26, 10, 
2015/4/27, , 9, 16, 11, 
2015/4/28, , 11, 20, 10, 
2015/4/29, , 16, 34, 11, 
2015/4/30, , 16, 27, 3, 
2015/5/1, , 4, 20, 7, 
2015/5/2, , 7, 15, 4, 
2015/5/3, , 5, 27, 8, 
2015/5/4, , 4, 27, 12, 
2015/5/5, , 9, 34, 10, 
2015/5/6, , 9, 31, 9, 
2015/5/7, , 9, 42, 8, 
2015/5/8, , 15, 32, 5, 
2015/5/9, , 9, 38, 4, 
2015/5/10, , 8, 41, 10, 
2015/5/11, , 14, 30, 12, 
2015/5/12, , 18, 44, 8, 
2015/5/13, , 22, 38, 6, 
2015/5/14, , 21, 21, 9, 
2015/5/15, , 17, 37, 6, 
2015/5/16, , 20, 32, 3, 
2015/5/17, , 12, 41, 10, 
2015/5/18, , 14, 26, 8, 
2015/5/19, , 15, 28, 8, 
2015/5/20, , 9, 35, 7, 
2015/5/21, , 12, 43, 7, 
2015/5/22, , 14, 40, 5, 
2015/5/23, , 16, 35, 4, 
2015/5/24, , 21, 31, 6, 
2015/5/25, , 17, 26, 6, 
2015/5/26, , 17, 28, 8, 
2015/5/27, , 16, 41, 10, 
2015/5/28, , 20, 36, 9, 
2015/5/29, , 17, 32, 5, 
2015/5/30, , 11, 35, 4, 
2015/5/31, , 9, 22, 7, 
2015/6/1, , 9, 31, 8, 
2015/6/2, , 8, 44, 7, 
2015/6/3, , 11, 51, 4, 
2015/6/4, , 14, 58, 6, 
2015/6/5, , 20, 62, 5, 
2015/6/6, , 18, 55, 4, 
2015/6/7, , 19, 25, 9, 
2015/6/8, , 18, 28, 4, 
2015/6/9, , 13, 19, 6, 
2015/6/10, , 15, 45, 5, 
2015/6/11, , 23, 50, 11, 
2015/6/12, , 30, 40, 5, 
2015/6/13, , 21, 46, 4, 
2015/6/14, , 9, 39, 9, 
2015/6/15, , 15, 40, 7, 
2015/6/16, , 19, 43, 6, 
2015/6/17, , 18, 22, 12, 
2015/6/18, , 14, 30, 8, 
2015/6/19, , 16, 22, 7, 
2015/6/20, , 15, 26, 4, 
2015/6/21, , 8, 15, 9, 
2015/6/22, , 7, 26, 6, 
2015/6/23, , 7, 36, 5, 
2015/6/24, , 10, 44, 8, 
2015/6/25, , 19, 60, 9, 
2015/6/26, , 23, 36, 8, 
2015/6/27, , 20, 47, 4, 
2015/6/28, , 13, 53, 11, 
2015/6/29, , 18, 67, 8, 
2015/6/30, , 25, 76, 9, 
2015/1/1, , 53, 15, 15, 
2015/1/2, , 17, 8, 16, 
2015/1/3, , 8, 21, 9, 
2015/1/4, , 6, 7, 23, 
2015/1/5, , 11, 2, 23, 
2015/1/6, , 23, 1, 24, 
2015/1/7, , 28, 16, 13, 
2015/1/8, , 12, 24, 7, 
2015/1/9, , 3, 21, 4, 
2015/1/10, , 1, 28, 4, 
2015/1/11, , 2, 20, 17, 
2015/1/12, , 5, 15, 20, 
2015/1/13, , 11, 21, 12, 
2015/1/14, , 5, 10, 19, 
2015/1/15, , 6, 3, 25, 
2015/1/16, , 10, 9, 15, 
2015/1/17, , 8, 9, 11, 
2015/1/18, , 14, 3, 21, 
2015/1/19, , 16, 2, 21, 
2015/1/20, , 20, 7, 14, 
2015/1/21, , 19, 5, 14, 
2015/1/22, , 23, , 14, 
2015/1/23, , 23, 6, 16, 
2015/1/24, , 22, 17, 13, 
2015/1/25, , 17, 16, 14, 
2015/1/26, , 13, 16, 16, 
2015/1/27, , 7, 21, 8, 
2015/1/28, , 10, 26, 9, 
2015/1/29, , 5, 24, 11, 
2015/1/30, , 3, 16, 14, 
2015/1/31, , 6, 16, 11, 
2015/2/1, , 7, 14, 18, 
2015/2/2, , 5, 5, 33, 
2015/2/3, , 13, 3, 27, 
2015/2/4, , 38, 14, 8, 
2015/2/5, , 18, 22, 7, 
2015/2/6, , 15, 14, 16, 
2015/2/7, , 26, 20, 15, 
2015/2/8, , 31, 14, 18, 
2015/2/9, , 21, 9, 17, 
2015/2/10, , 15, 9, 18, 
2015/2/11, , 16, 3, 23, 
2015/2/12, , 30, 4, 25, 
2015/2/13, , 32, 7, 23, 
2015/2/14, , 39, 8, 12, 
2015/2/15, , 26, 5, 20, 
2015/2/16, , 35, 3, 21, 
2015/2/17, , 47, 12, 13, 
2015/2/18, , 30, 9, 20, 
2015/2/19, , 29, 12, 25, 
2015/2/20, , 39, 19, 16, 
2015/2/21, , 22, 10, 19, 
2015/2/22, , 14, 11, 20, 
2015/2/23, , 18, 16, 17, 
2015/2/24, , 6, 12, 24, 
2015/2/25, , 11, 16, 16, 
2015/2/26, , 25, 8, 24, 
2015/2/27, , 16, 15, 17, 
2015/2/28, , 13, 21, 7, 
2015/3/1, , 12, 26, 11, 
2015/3/2, , 2, 24, 12, 
2015/3/3, , 6, 20, 15, 
2015/3/4, , 6, 21, 13, 
2015/3/5, , 9, 13, 16, 
2015/3/6, , 14, 18, 20, 
2015/3/7, , 25, 11, 22, 
2015/3/8, , 27, 9, 25, 
2015/3/9, , 25, 12, 20, 
2015/3/10, , 34, 14, 16, 
2015/3/11, , 24, 13, 17, 
2015/3/12, , 20, 15, 12, 
2015/3/13, , 22, 8, 14, 
2015/3/14, , 29, 14, 11, 
2015/3/15, , 36, 15, 21, 
2015/3/16, , 32, 15, 19, 
2015/3/17, , 35, 12, 27, 
2015/3/18, , 36, 16, 24, 
2015/3/19, , 49, 15, 28, 
2015/3/20, , 46, 16, 16, 
2015/3/21, , 52, 17, 7, 
2015/3/24, , 50, 15, 16, 
2015/3/25, , 47, 12, 14, 
2015/3/26, , 32, 20, 14, 
2015/3/27, , 14, 26, 10, 
2015/3/28, , 15, 26, 3, 
2015/3/29, , 10, 30, 9, 
2015/3/30, , 2, 29, 5, 
2015/3/31, , 5, 28, 8, 
2014/10/1, , 21, 9, 16, 
2014/10/2, , 23, 15, 9, 
2014/10/3, , 27, 9, 9, 
2014/10/4, , 22, 17, 5, 
2014/10/5, , 21, 6, 13, 
2014/10/6, , 21, 20, 11, 
2014/10/7, , 22, 10, 15, 
2014/10/10, , 10, 6, 12, 
2014/10/11, , 10, 10, 9, 
2014/10/12, , 10, 9, 12, 
2014/10/13, , 13, 11, 18, 
2014/10/14, , 7, 7, 18, 
2014/10/15, , 11, 10, 17, 
2014/10/16, , 8, 14, 16, 
2014/10/17, , 5, 6, 11, 
2014/10/18, , 9, 12, 10, 
2014/10/19, , 10, 7, 19, 
2014/10/20, , 10, 20, 12, 
2014/10/21, , 8, 20, 9, 
2014/10/22, , 6, 13, 16, 
2014/10/23, , 9, 11, 13, 
2014/10/24, , 20, 9, 13, 
2014/10/25, , 19, 8, 11, 
2014/10/26, , 19, 7, 11, 
2014/10/27, , 17, 6, 13, 
2014/10/28, , 18, 4, 19, 
2014/10/29, , 28, 5, 17, 
2014/10/30, , 30, 3, 18, 
2014/10/31, , 29, 3, 15, 
2014/11/1, , 23, 6, 13, 
2014/11/2, , 19, 4, 19, 
2014/11/3, , 18, 4, 22, 
2014/11/4, , 20, 13, 19, 
2014/11/5, , 9, 6, 17, 
2014/11/6, , 7, 6, 13, 
2014/11/7, , 19, 8, 17, 
2014/11/8, , 10, 4, 13, 
2014/11/9, , 19, , 15, 
2014/11/10, , 19, 1, 13, 
2014/11/11, , 23, , 13, 
2014/11/12, , 20, 1, 20, 
2014/11/13, , 16, 4, 12, 
2014/11/14, , 20, 1, 13, 
2014/11/15, , 16, 17, 10, 
2014/11/16, , 8, 2, 16, 
2014/11/17, , 11, 4, 18, 
2014/11/18, , 16, , 15, 
2014/11/19, , 8, 1, 13, 
2014/11/20, , 24, 1, 13, 
2014/11/21, , 21, 2, 17, 
2014/11/22, , 28, 1, 10, 
2014/11/23, , 34, , 16, 
2014/11/24, , 24, 6, 10, 
2014/11/25, , 22, 1, 10, 
2014/11/26, , 20, , 10, 
2014/11/27, , 18, 2, 10, 
2014/11/28, , 20, 1, 8, 
2014/11/29, , 18, 1, 8, 
2014/11/30, , 9, 2, 8, 
2014/12/1, , 11, , 10, 
2014/12/2, , 21, , 10, 
2014/12/3, , 21, 1, 12, 
2014/12/4, , 19, 2, 15, 
2014/12/5, , 13, , 14, 
2014/12/6, , 20, 4, 12, 
2014/12/7, , 19, 5, 19, 
2014/12/8, , 11, , 19, 
2014/12/9, , 18, 6, 16, 
2014/12/10, , 27, 20, 9, 
2014/12/11, , 6, 24, 9, 
2014/12/12, , 3, 12, 18, 
2014/12/13, , 5, 9, 17, 
2014/12/14, , 8, 5, 20, 
2014/12/15, , 13, 3, 20, 
2014/12/16, , 15, 13, 15, 
2014/12/17, , 7, 10, 12, 
2014/12/18, , 2, 20, 8, 
2014/12/20, , 3, 21, 6, 
2014/12/21, , 3, 19, 12, 
2014/12/22, , 4, 11, 23, 
2014/12/23, , 6, 20, 10, 
2014/12/24, , 20, 25, 5, 
2014/12/25, , 5, 11, 13, 
2014/12/26, , 7, 19, 8, 
2014/12/27, , 13, 15, 10, 
2014/12/28, , 12, , , 
2014/8/20, , 9, 38, 7, 
2014/8/21, , 11, 37, 11, 
2014/8/22, , 10, 26, 10, 
2014/8/23, , 9, 36, 5, 
2014/8/24, , 4, 28, 13, 
2014/8/25, , 6, 24, 9, 
2014/8/26, , 6, 31, 9, 
2014/8/27, , 3, 25, 11, 
2014/8/28, , 7, 23, 9, 
2014/8/29, , 9, 29, 6, 
2014/8/30, , 7, 22, 8, 
2014/8/31, , 9, 24, 9, 
2014/9/1, , 9, 23, 11, 
2014/9/2, , 16, 11, 10, 
2014/9/3, , 15, 20, 9, 
2014/9/4, , 20, 29, 13, 
2014/9/5, , 27, 48, 9, 
2014/9/6, , 23, 50, 8, 
2014/9/7, , 25, 46, 10, 
2014/9/8, , 20, 40, 11, 
2014/9/9, , 28, 32, 9, 
2014/9/10, , 26, 21, 13, 
2014/9/11, , 23, 12, 18, 
2014/9/12, , 10, 12, 14, 
2014/9/13, , 9, 27, 5, 
2014/9/14, , 15, 20, 8, 
2014/9/15, , 17, 28, 8, 
2014/9/16, , 16, 31, 9, 
2014/9/17, , 21, 16, 19, 
2014/9/18, , 19, 25, 13, 
2014/9/19, , 15, 24, 11, 
2014/9/20, , 10, 33, 5, 
2014/9/21, , 9, 24, 11, 
2014/9/22, , 13, 26, 10, 
2014/9/23, , 15, 20, 13, 
2014/9/24, , 19, 13, 14, 
2014/9/25, , 13, 30, 13, 
2014/9/26, , 11, 23, 6, 
2014/9/27, , 13, 23, 10, 
2014/9/28, , 10, 24, 16, 
2014/9/29, , 13, 9, 19, 
2014/9/30, , 16, 14, 17, 
2022/4/10, , , 39, 12, 
2022/5/14, , , 48, 7, 
2022/5/15, , , 34, 8, 
2022/5/29, , , 44, 6, 
2022/5/30, , , 43, 8, 
2019/1/12, , , 20, 3, 
2019/1/13, , , 25, 9, 
2018/6/24, , , 33, 6, 
2017/12/31, , , 30, 3, 
2017/12/23, , , 19, 4, 
2017/9/10, , , 23, 8, 
2017/4/26, , , 28, 10, 
2017/5/14, , , 38, 9, 
2017/5/23, , , 41, 7, 
2017/5/24, , , 41, 6, 
2017/5/25, , , 44, 7, 
2017/5/26, , , 50, 7, 
2017/5/27, , , 66, 7, 
2017/5/28, , , 62, 14, 
2017/5/29, , , 48, 12, 
2017/1/23, , , 3, 34, 
2016/10/27, , , 9, 23, 
2016/7/10, , , 40, 5, 
2016/4/28, , , 24, 15, 
2015/12/13, , , 3, 23, 
2016/1/2, , , 2, 18, 
2015/9/20, , , 26, 12, 
2014/12/31, , , 8, 13, 
2015/3/22, , , 14, 16, 
2015/3/23, , , 16, 18, 
2014/10/8, , , 15, 15, 
2014/10/9, , , 5, 17, 
2014/12/19, , , 21, 11, 
2014/8/19, , , 26, 10, 
